M:001	الأساس: المخططات (schemas) والامتدادات والدوال العامة.
M:002	الهوية: المستخدمين والأدوار والجلسات.
M:003	المنشآت والفروع والأعضاء.
M:004	الكتالوج: المنتجات والمتغيرات والتصنيفات.
M:005	المخزون والمستودعات.
M:006	التجارة: السلال والطلبات والشحنات.
M:007	الفوترة: المحافظ والمعاملات والخطط.
M:008	الاستيراد بالجملة.
M:009	العروض والإعلانات.
M:010	سير العمل والتغطية.
M:011	الموارد البشرية.
M:012	إعدادات المنصة والجغرافيا.
M:013	الإشعارات والقوالب.
M:014	تحسينات عامة على الجداول.
M:015	امتدادات المنشآت.
M:016	فواتير الفوترة.
M:017	امتدادات الكتالوج.
M:018	طلبات عروض الأسعار.
M:019	تتبع العروض.
M:020	امتدادات المنصة.
M:021	محتوى المنصة.
M:022	دفعات الاستيراد.
M:023	استكمال العروض.
M:024	تاريخ الفوترة.
M:025	الوظائف.
M:026	تعديلات متفرقة.
M:027	مواءمة المخطط مع الكود.
M:028	تقييمات الطلبات.
M:029	تغطية سياسات أمان الصفوف.
M:030	قيم افتراضية للنصوص الفارغة.
M:031	صلاحيات الإدارة.
M:032	صلاحيات إدارة إضافية.
M:033	أعمدة النصوص الفارغة.
M:034	مواءمة نوع وحالة المنشأة.
M:035	أنواع الحسابات.
M:036	الدردشة.
M:037	كتل المحتوى.
M:038	سجل تغييرات عناوين المستخدم.
M:039	الطلبات والمستندات المطلوبة.
M:040	الأقسام المميزة للمنشأة.
M:041	الزوار.
M:042	الخدمات المؤسسية.
M:043	مكتشف المنتجات.
M:044	خطط عدد الأجهزة.
M:045	حذف جداول الدردشة القديمة.
M:046	إعادة هيكلة المنصة.
M:047	تحسينات المنصة.
M:049	مطابقة المستندات مع النظام القديم.
M:050	الجغرافيا.
M:051	عروض الأسعار.
M:052	أدوار المنشأة.
M:053	التقييمات.
M:054	مفاتيح تشغيل الميزات.
M:055	الباحثين عن عمل.
M:056	مطابقة بيانات المستخدم.
M:057	مديري الفروع.
M:058	العروض الخاصة والأعمال المؤسسية.
M:059	بيانات المدن المصرية والأدوار.
M:060	نوعين حسابات فقط: صيدلية ومورد.
M:061	توحيد الأدوار.
M:062	تجارة العروض.
M:063	نموذج الطلب الجديد.
M:064	ربط السلة بالعروض.
M:065	دمج العروض الخاصة.
M:066	دمج الأقسام المميزة.
M:067	دمج الإعدادات.
M:068	دمج سياسات الخصوصية.
M:069	دمج الموظفين.
M:070	دمج ملفات الرفع.
M:071	دمج ربط المنتجات.
M:072	حذف أعمدة غير مستخدمة.
M:073	إصلاح مخطط الموارد البشرية.
M:074	استكمال مستندات التراخيص.
M:075	معايير التقييم ودرجاته.
M:076	طلبات حذف الحسابات.
M:077	الأعمال المؤسسية.
M:078	وسائل الدفع الخاصة بالمنصة.
M:079	روابط الأعمال المؤسسية.
M:081	صلاحيات صفحات الإدارة.
M:082	جداول المطورين.
M:083	منتجات التوفير.
M:084	الأعمال المؤسسية للموظفين.
M:085	فهرس المنتجات المقروء.
M:086	تقييم الطلب.
M:087	خطط المقارنة.
M:088	ملفات المقارنة.
M:089	طلبات الشراء.
M:090	أعمدة محرك أولويات الشراء.
M:091	طلبات الأتمتة.
M:092	أنشطة الموظفين.
M:093	خطط المستودعات المؤقتة.
M:094	خطط الاشتراك المالية.
M:095	مميزات باقات العروض.
M:096	تقوية المنصة.
M:097	حذف جداول غير مستخدمة.
M:098	ربط الماركات بالتصنيفات.
M:099	حذف جدول الترجمات القديم.
M:100	إزالة تكرار معايير التقييم.
M:101	فرض سياسات أمان الصفوف الحقيقية.
M:102	حذف حقول مزودي الذكاء الاصطناعي.
M:103	محادثات المساعد.
M:104	الأقسام المميزة للمورد.
M:105	مواءمة قيد نوع المنشأة.
M:106	حذف خدمات سير العمل.
M:107	طلبات المستندات.
M:108	بيانات كتل المحتوى.
M:109	حذف مكتشف المنتجات.
M:110	توحيد خطط الاشتراك.
M:111	التفاوض على السعر.
M:112	الاستيراد المتقدم والمطابقة.
M:113	بيانات الكتالوج الدوائي الرئيسي.
M:114	سلامة استيراد المنتجات.
M:115	جلسات استيراد الكتالوج.
M:116	الملف المصدر للاستيراد.
M:117	إلغاء تفرد الباركود.
M:118	فهارس أداء مركبة.
